mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	P/W	
2	1	0	0	0	0.000000000000000E+000	-5.6370759E-001	-5.6434536E-001	5.901288659515558E-006	1.000000000000000E+000	0.0000000E+000	13	-3.3303649E-009
2	0	0	1	0	1.299999967159238E-003	-5.6423980E-001	-5.6470376E-001	-5.225627341887557E-004	1.000000000000000E+000	-6.4245947E-010	13	2.9509314E-007
2	0	0	1	0	3.899999901477713E-003	-5.6527656E-001	-5.6574178E-001	-5.685859521287820E-004	1.000000000000000E+000	-2.0900544E-009	13	3.2167281E-007
2	0	0	1	0	6.299999840848614E-003	-5.6624055E-001	-5.6677294E-001	-6.088398947977948E-004	1.000000000000000E+000	-3.4618495E-009	13	3.4507397E-007
2	0	0	1	0	8.899999775167089E-003	-5.6727725E-001	-5.6777030E-001	-6.048925908689034E-004	1.000000000000000E+000	-5.0459090E-009	13	3.4344004E-007
2	0	0	1	0	1.129999971453799E-002	-5.6824130E-001	-5.6874079E-001	-6.340709457710787E-004	1.000000000000000E+000	-6.4894672E-009	13	3.6062201E-007
2	0	0	1	0	1.389999964885646E-002	-5.6927800E-001	-5.6977534E-001	-6.346492976738514E-004	1.000000000000000E+000	-8.1226412E-009	13	3.6160753E-007
2	0	0	1	0	1.629999958822737E-002	-5.7024199E-001	-5.7068688E-001	-6.672400627652742E-004	1.000000000000000E+000	-9.6477599E-009	13	3.8078514E-007
2	0	0	1	0	1.889999952254584E-002	-5.7127875E-001	-5.7174313E-001	-6.467515687466584E-004	1.000000000000000E+000	-1.1365485E-008	13	3.6977576E-007
2	0	0	1	0	2.129999946191674E-002	-5.7224274E-001	-5.7274997E-001	-6.779831404783564E-004	1.000000000000000E+000	-1.2924513E-008	13	3.8831482E-007
2	0	0	1	0	2.389999939623522E-002	-5.7327950E-001	-5.7377076E-001	-6.673267933479105E-004	1.000000000000000E+000	-1.4667877E-008	13	3.8289261E-007
2	0	0	1	0	2.629999933560612E-002	-5.7424349E-001	-5.7468653E-001	-6.868609942061579E-004	1.000000000000000E+000	-1.6252224E-008	13	3.9472977E-007
2	0	0	1	0	2.889999926992459E-002	-5.7528019E-001	-5.7572985E-001	-6.707680508074281E-004	1.000000000000000E+000	-1.8010857E-008	13	3.8618120E-007
2	0	0	1	0	3.129999920929549E-002	-5.7624418E-001	-5.7674885E-001	-7.000187593823957E-004	1.000000000000000E+000	-1.9607931E-008	13	4.0373502E-007
2	0	0	1	0	3.389999914361397E-002	-5.7728094E-001	-5.7772791E-001	-6.835354250204701E-004	1.000000000000000E+000	-2.1410079E-008	13	3.9489748E-007
2	0	0	1	0	3.629999908298487E-002	-5.7824492E-001	-5.7873404E-001	-7.098364294506594E-004	1.000000000000000E+000	-2.3044052E-008	13	4.1080651E-007
2	0	0	1	0	3.889999901730334E-002	-5.7928163E-001	-5.7979369E-001	-6.967220301496782E-004	1.000000000000000E+000	-2.4890033E-008	13	4.0395503E-007
2	0	0	1	0	4.129999895667424E-002	-5.8024561E-001	-5.8066016E-001	-7.094460342087084E-004	1.000000000000000E+000	-2.6542965E-008	13	4.1194704E-007
2	0	0	1	0	4.389999889099272E-002	-5.8128238E-001	-5.8173454E-001	-7.009874932619332E-004	1.000000000000000E+000	-2.8400462E-008	13	4.0778863E-007
2	0	0	1	0	4.629999883036362E-002	-5.8224642E-001	-5.8270943E-001	-7.140150798415380E-004	1.000000000000000E+000	-3.0069106E-008	13	4.1606333E-007
2	0	0	1	0	4.889999876468210E-002	-5.8328307E-001	-5.8375794E-001	-7.286042830711176E-004	1.000000000000000E+000	-3.1936530E-008	13	4.2532852E-007
2	0	0	1	0	5.129999870405300E-002	-5.8424711E-001	-5.8467203E-001	-7.252787318582869E-004	1.000000000000000E+000	-3.3637367E-008	13	4.2405020E-007
2	0	0	1	0	5.389999863837147E-002	-5.8528388E-001	-5.8570576E-001	-7.220976527264620E-004	1.000000000000000E+000	-3.5537617E-008	13	4.2293675E-007
2	0	0	1	0	5.629999857774237E-002	-5.8624780E-001	-5.8674121E-001	-7.479649917534262E-004	1.000000000000000E+000	-3.7260339E-008	13	4.3886189E-007
2	0	0	1	0	5.889999851206085E-002	-5.8728462E-001	-5.8774203E-001	-7.266523228550313E-004	1.000000000000000E+000	-3.9177131E-008	13	4.2708410E-007
2	0	0	1	0	6.129999845143175E-002	-5.8824855E-001	-5.8873248E-001	-7.472998470916519E-004	1.000000000000000E+000	-4.0908187E-008	13	4.3995971E-007
2	0	0	1	0	6.389999838575022E-002	-5.8928531E-001	-5.8977312E-001	-7.346192221368919E-004	1.000000000000000E+000	-4.2810026E-008	13	4.3325866E-007
2	0	0	1	0	6.629999832512112E-002	-5.9024936E-001	-5.9072530E-001	-7.593876088921271E-004	1.000000000000000E+000	-4.4565386E-008	13	4.4858947E-007
2	0	0	1	0	6.889999825943960E-002	-5.9128600E-001	-5.9177560E-001	-7.350385861545038E-004	1.000000000000000E+000	-4.6503743E-008	13	4.3497789E-007
2	0	0	1	0	7.129999819881050E-002	-5.9225005E-001	-5.9268451E-001	-7.682799479611737E-004	1.000000000000000E+000	-4.8266038E-008	13	4.5534762E-007
2	0	0	1	0	7.389999813312897E-002	-5.9328675E-001	-5.9377021E-001	-7.422391586983778E-004	1.000000000000000E+000	-5.0247085E-008	13	4.4071950E-007
2	0	0	1	0	7.629999807249988E-002	-5.9425074E-001	-5.9476846E-001	-7.614841603226941E-004	1.000000000000000E+000	-5.2020322E-008	13	4.5290676E-007
2	0	0	1	0	7.889999800681835E-002	-5.9528750E-001	-5.9579176E-001	-7.426440167560863E-004	1.000000000000000E+000	-5.3985719E-008	13	4.4246119E-007
2	0	0	1	0	8.129999794618925E-002	-5.9625149E-001	-5.9668422E-001	-7.842861223769592E-004	1.000000000000000E+000	-5.5784785E-008	13	4.6797115E-007
2	0	0	1	0	8.389999788050773E-002	-5.9728825E-001	-5.9783328E-001	-7.529822264948716E-004	1.000000000000000E+000	-5.7783328E-008	13	4.5015784E-007
2	0	0	1	0	8.629999781987863E-002	-5.9825218E-001	-5.9873521E-001	-7.821606597944531E-004	1.000000000000000E+000	-5.9578959E-008	13	4.6830712E-007
2	0	0	1	0	8.889999775419710E-002	-5.9928900E-001	-5.9969699E-001	-7.646796224672799E-004	1.000000000000000E+000	-6.1601419E-008	13	4.5857607E-007
2	0	0	1	0	9.129999769356800E-002	-6.0025299E-001	-6.0076714E-001	-7.867007616317295E-004	1.000000000000000E+000	-6.3415627E-008	13	4.7262395E-007
2	0	0	1	0	9.389999762788648E-002	-6.0128969E-001	-6.0180438E-001	-7.725020253908279E-004	1.000000000000000E+000	-6.5441398E-008	13	4.6489509E-007
2	0	0	1	0	9.629999756725738E-002	-6.0225374E-001	-6.0263520E-001	-7.853127275077218E-004	1.000000000000000E+000	-6.7271642E-008	13	4.7325710E-007
2	0	0	1	0	9.889999750157585E-002	-6.0329038E-001	-6.0375911E-001	-7.742659991394740E-004	1.000000000000000E+000	-6.9296078E-008	13	4.6747016E-007
2	0	0	1	0	1.012999974409468E-001	-6.0425442E-001	-6.0471922E-001	-7.863392745858519E-004	1.000000000000000E+000	-7.1125299E-008	13	4.7551447E-007
2	0	0	1	0	1.038999973752652E-001	-6.0529113E-001	-6.0571045E-001	-7.814810356669766E-004	1.000000000000000E+000	-7.3178171E-008	13	4.7335124E-007
2	0	0	1	0	1.062999973146361E-001	-6.0625517E-001	-6.0669655E-001	-8.128138235240995E-004	1.000000000000000E+000	-7.5043658E-008	13	4.9313132E-007
2	0	0	1	0	1.088999972489546E-001	-6.0729188E-001	-6.0779703E-001	-7.823196850309123E-004	1.000000000000000E+000	-7.7099649E-008	13	4.7549159E-007
2	0	0	1	0	1.112999971883255E-001	-6.0825592E-001	-6.0867989E-001	-7.974293938456268E-004	1.000000000000000E+000	-7.8961889E-008	13	4.8537925E-007
2	0	0	1	0	1.138999971226440E-001	-6.0929263E-001	-6.0977697E-001	-8.033431279996384E-004	1.000000000000000E+000	-8.1032319E-008	13	4.8986016E-007
2	0	0	1	0	1.162999970620149E-001	-6.1025661E-001	-6.1075783E-001	-8.091846238006505E-004	1.000000000000000E+000	-8.2936104E-008	13	4.9421584E-007
2	0	0	1	0	1.188999969963334E-001	-6.1129338E-001	-6.1175609E-001	-7.898384099111009E-004	1.000000000000000E+000	-8.5016843E-008	13	4.8318844E-007
2	0	0	1	0	1.212999969357043E-001	-6.1225736E-001	-6.1271954E-001	-8.222266737799473E-004	1.000000000000000E+000	-8.6915925E-008	13	5.0379435E-007
2	0	0	1	0	1.238999968700227E-001	-6.1329412E-001	-6.1373425E-001	-7.993524339595269E-004	1.000000000000000E+000	-8.9027012E-008	13	4.9058997E-007
2	0	0	1	0	1.262999968093936E-001	-6.1425811E-001	-6.1472553E-001	-8.151851336709673E-004	1.000000000000000E+000	-9.0927230E-008	13	5.0111510E-007
2	0	0	1	0	1.288999967437121E-001	-6.1529481E-001	-6.1575228E-001	-8.005669769566071E-004	1.000000000000000E+000	-9.3030302E-008	13	4.9295096E-007
2	0	0	1	0	1.312999966830830E-001	-6.1625892E-001	-6.1676967E-001	-8.132186837160171E-004	1.000000000000000E+000	-9.4941079E-008	13	5.0156859E-007
2	0	0	1	0	1.338999966174015E-001	-6.1729556E-001	-6.1782682E-001	-7.985861030978076E-004	1.000000000000000E+000	-9.7067371E-008	13	4.9338792E-007
2	0	0	1	0	1.362999965567724E-001	-6.1825961E-001	-6.1868882E-001	-8.328395833710920E-004	1.000000000000000E+000	-9.9006023E-008	13	5.1526854E-007
2	0	0	1	0	1.388999964910909E-001	-6.1927807E-001	-6.1980665E-001	-7.768542067506951E-004	1.000000000000000E+000	-1.0114090E-007	13	4.8149940E-007
2	0	0	1	0	1.413999964279355E-001	-6.2027848E-001	-6.2081969E-001	-8.465914076699263E-004	1.000000000000000E+000	-1.0317363E-007	13	5.2558062E-007
2	0	0	1	0	1.438999963647802E-001	-6.2127888E-001	-6.2166691E-001	-8.263040826105600E-004	1.000000000000000E+000	-1.0518293E-007	13	5.1368590E-007
2	0	0	1	0	1.463999963016249E-001	-6.2227923E-001	-6.2275541E-001	-8.494145402503754E-004	1.000000000000000E+000	-1.0730130E-007	13	5.2897752E-007
2	0	0	1	0	1.488999962384696E-001	-6.2327957E-001	-6.2382632E-001	-8.165586976619180E-004	1.000000000000000E+000	-1.0929610E-007	13	5.0939082E-007
2	0	0	1	0	1.513999961753143E-001	-6.2427992E-001	-6.2472540E-001	-8.500772281555199E-004	1.000000000000000E+000	-1.1139880E-007	13	5.3106481E-007
2	0	0	1	0	1.538999961121590E-001	-6.2528032E-001	-6.2573862E-001	-8.300056271392233E-004	1.000000000000000E+000	-1.1343108E-007	13	5.1936655E-007
2	0	0	1	0	1.563999960490037E-001	-6.2628073E-001	-6.2684083E-001	-8.666580983742707E-004	1.000000000000000E+000	-1.1556331E-007	13	5.4325670E-007
2	0	0	1	0	1.588999959858484E-001	-6.2728101E-001	-6.2773496E-001	-8.308587005620314E-004	1.000000000000000E+000	-1.1761067E-007	13	5.2155906E-007
2	0	0	1	0	1.613999959226931E-001	-6.2828141E-001	-6.2870109E-001	-8.636494312668219E-004	1.000000000000000E+000	-1.1974608E-007	13	5.4297732E-007
2	0	0	1	0	1.638999958595377E-001	-6.2928182E-001	-6.2978947E-001	-8.264486926195368E-004	1.000000000000000E+000	-1.2178725E-007	13	5.2048870E-007
2	0	0	1	0	1.663999957963824E-001	-6.3028216E-001	-6.3070750E-001	-8.681558457605352E-004	1.000000000000000E+000	-1.2393126E-007	13	5.4755242E-007
2	0	0	1	0	1.688999957332271E-001	-6.3128257E-001	-6.3172787E-001	-8.322757038906094E-004	1.000000000000000E+000	-1.2598561E-007	13	5.2577178E-007
2	0	0	1	0	1.713999956700718E-001	-6.3228291E-001	-6.3278562E-001	-8.828281976320769E-004	1.000000000000000E+000	-1.2815620E-007	13	5.5864098E-007
2	0	0	1	0	1.738999956069165E-001	-6.3328326E-001	-6.3381958E-001	-8.358615453661587E-004	1.000000000000000E+000	-1.3024420E-007	13	5.2978544E-007
2	0	0	1	0	1.763999955437612E-001	-6.3428366E-001	-6.3472217E-001	-8.915626479127498E-004	1.000000000000000E+000	-1.3242885E-007	13	5.6589460E-007
2	0	0	1	0	1.788999954806059E-001	-6.3528395E-001	-6.3582289E-001	-8.456647749529658E-004	1.000000000000000E+000	-1.3452298E-007	13	5.3769304E-007
2	0	0	1	0	1.813999954174506E-001	-6.3628435E-001	-6.3684237E-001	-8.735370002739239E-004	1.000000000000000E+000	-1.3668917E-007	13	5.5630539E-007
2	0	0	1	0	1.838999953542952E-001	-6.3728470E-001	-6.3771957E-001	-8.604564275380890E-004	1.000000000000000E+000	-1.3878112E-007	13	5.4872993E-007
2	0	0	1	0	1.863999952911399E-001	-6.3828510E-001	-6.3879877E-001	-8.910192187651447E-004	1.000000000000000E+000	-1.4098320E-007	13	5.6918196E-007
2	0	0	1	0	1.888999952279846E-001	-6.3928550E-001	-6.3980186E-001	-8.542101055478606E-004	1.000000000000000E+000	-1.4309151E-007	13	5.4652520E-007
2	0	0	1	0	1.913999951648293E-001	-6.4028585E-001	-6.4069003E-001	-8.949689625126211E-004	1.000000000000000E+000	-1.4529741E-007	13	5.7339770E-007
2	0	0	1	0	1.938999951016740E-001	-6.4128619E-001	-6.4177400E-001	-8.722839530409237E-004	1.000000000000000E+000	-1.4743135E-007	13	5.5980917E-007
2	0	0	1	0	1.963999950385187E-001	-6.4228660E-001	-6.4275932E-001	-8.925435023551618E-004	1.000000000000000E+000	-1.4965009E-007	13	5.7369067E-007
2	0	0	1	0	1.988999949753634E-001	-6.4328688E-001	-6.4368528E-001	-8.730936303994567E-004	1.000000000000000E+000	-1.5177781E-007	13	5.6199752E-007
2	0	0	1	0	2.013999949122081E-001	-6.4428729E-001	-6.4473486E-001	-9.058505677141150E-004	1.000000000000000E+000	-1.5401227E-007	13	5.8403344E-007
2	0	0	1	0	2.038999948490527E-001	-6.4528751E-001	-6.4580315E-001	-8.819425726187551E-004	1.000000000000000E+000	-1.5615780E-007	13	5.6956128E-007
2	0	0	1	0	2.063999947858974E-001	-6.4628798E-001	-6.4674616E-001	-9.115896527684220E-004	1.000000000000000E+000	-1.5840371E-007	13	5.8956709E-007
2	0	0	1	0	2.088999947227421E-001	-6.4728838E-001	-6.4778656E-001	-9.048312516804179E-004	1.000000000000000E+000	-1.6058473E-007	13	5.8613750E-007
2	0	0	1	0	2.113999946595868E-001	-6.4828873E-001	-6.4883298E-001	-9.062614802057070E-004	1.000000000000000E+000	-1.6284660E-007	13	5.8801231E-007
2	0	0	1	0	2.138999945964315E-001	-6.4928913E-001	-6.4975774E-001	-8.849211548067580E-004	1.000000000000000E+000	-1.6500498E-007	13	5.7498437E-007
2	0	0	1	0	2.163999945332762E-001	-6.5028948E-001	-6.5079099E-001	-9.257185800587799E-004	1.000000000000000E+000	-1.6728060E-007	13	6.0244929E-007
2	0	0	1	0	2.188999944701209E-001	-6.5128982E-001	-6.5180802E-001	-8.880587482632436E-004	1.000000000000000E+000	-1.6946144E-007	13	5.7884381E-007
2	0	0	1	0	2.213999944069656E-001	-6.5229023E-001	-6.5274817E-001	-9.365472038780319E-004	1.000000000000000E+000	-1.7174514E-007	13	6.1132948E-007
2	0	0	1	0	2.238999943438102E-001	-6.5329051E-001	-6.5370029E-001	-8.959389191431910E-004	1.000000000000000E+000	-1.7394919E-007	13	5.8567554E-007
2	0	0	1	0	2.263999942806549E-001	-6.5429091E-001	-6.5482074E-001	-9.273753365069593E-004	1.000000000000000E+000	-1.7624778E-007	13	6.0726461E-007
2	0	0	1	0	2.288999942174996E-001	-6.5529126E-001	-6.5581894E-001	-8.871767556787417E-004	1.000000000000000E+000	-1.7845223E-007	13	5.8182729E-007
2	0	0	1	0	2.313999941543443E-001	-6.5629160E-001	-6.5673184E-001	-9.243534106815332E-004	1.000000000000000E+000	-1.8073567E-007	13	6.0705230E-007
2	0	0	1	0	2.338999940911890E-001	-6.5729201E-001	-6.5785009E-001	-9.065229252820939E-004	1.000000000000000E+000	-1.8295894E-007	13	5.9635619E-007
2	0	0	1	0	2.363999940280337E-001	-6.5829235E-001	-6.5875655E-001	-9.436248851576096E-004	1.000000000000000E+000	-1.8527732E-007	13	6.2161905E-007
2	0	0	1	0	2.388999939648784E-001	-6.5929270E-001	-6.5966171E-001	-9.023297967484132E-004	1.000000000000000E+000	-1.8752304E-007	13	5.9523239E-007
2	0	0	1	0	2.413999939017231E-001	-6.6029310E-001	-6.6085774E-001	-9.571043491973779E-004	1.000000000000000E+000	-1.8985089E-007	13	6.3250980E-007
2	0	0	1	0	2.438999938385678E-001	-6.6129351E-001	-6.6179514E-001	-9.159213395832921E-004	1.000000000000000E+000	-1.9209961E-007	13	6.0615230E-007
2	0	0	1	0	2.463999937754124E-001	-6.6229385E-001	-6.6271400E-001	-9.345723224498670E-004	1.000000000000000E+000	-1.9442021E-007	13	6.1935418E-007
2	0	0	1	0	2.488999937122571E-001	-6.6329420E-001	-6.6379237E-001	-9.170780415181726E-004	1.000000000000000E+000	-1.9665951E-007	13	6.0874942E-007
2	0	0	1	0	2.513999936491018E-001	-6.6429454E-001	-6.6481984E-001	-9.468853703822368E-004	1.000000000000000E+000	-1.9900213E-007	13	6.2950818E-007
2	0	0	1	0	2.538999935859465E-001	-6.6529500E-001	-6.6577750E-001	-9.197963817707093E-004	1.000000000000000E+000	-2.0127686E-007	13	6.1237972E-007
2	0	0	1	0	2.563999935227912E-001	-6.6629529E-001	-6.6680652E-001	-9.709681547178627E-004	1.000000000000000E+000	-2.0365682E-007	13	6.4744791E-007
2	0	0	1	0	2.588999934596359E-001	-6.6729569E-001	-6.6784680E-001	-9.249871949040468E-004	1.000000000000000E+000	-2.0594771E-007	13	6.1774972E-007
2	0	0	1	0	2.613999933964806E-001	-6.6829610E-001	-6.6877407E-001	-9.512858066311053E-004	1.000000000000000E+000	-2.0829937E-007	13	6.3619530E-007
2	0	0	1	0	2.638999933333253E-001	-6.6929638E-001	-6.6980153E-001	-9.296574402758925E-004	1.000000000000000E+000	-2.1056901E-007	13	6.2268600E-007
2	0	0	1	0	2.663999932701699E-001	-6.7029685E-001	-6.7078769E-001	-9.598877007306328E-004	1.000000000000000E+000	-2.1294852E-007	13	6.4388087E-007
2	0	0	1	0	2.688999932070146E-001	-6.7129707E-001	-6.7175364E-001	-9.306117518380341E-004	1.000000000000000E+000	-2.1523331E-007	13	6.2514181E-007
2	0	0	1	0	2.713999931438593E-001	-6.7229748E-001	-6.7275137E-001	-9.708091075613830E-004	1.000000000000000E+000	-2.1763445E-007	13	6.5311315E-007
2	0	0	1	0	2.738999930807040E-001	-6.7329788E-001	-6.7382640E-001	-9.536883730912760E-004	1.000000000000000E+000	-2.1997739E-007	13	6.4262042E-007
2	0	0	1	0	2.764999930150225E-001	-6.7431641E-001	-6.7482626E-001	-9.335758246090189E-004	1.000000000000000E+000	-2.2245544E-007	13	6.3000147E-007
2	0	0	1	0	2.788999929543934E-001	-6.7528039E-001	-6.7567617E-001	-9.677281407427718E-004	1.000000000000000E+000	-2.2469335E-007	13	6.5387081E-007
2	0	0	1	0	2.814999928887119E-001	-6.7631716E-001	-6.7686260E-001	-9.403860535402674E-004	1.000000000000000E+000	-2.2716580E-007	13	6.3651214E-007
2	0	0	1	0	2.838999928280828E-001	-6.7728114E-001	-6.7782533E-001	-9.635061053359130E-004	1.000000000000000E+000	-2.2941364E-007	13	6.5308882E-007
2	0	0	1	0	2.864999927624012E-001	-6.7831790E-001	-6.7870289E-001	-9.451430683239670E-004	1.000000000000000E+000	-2.3191281E-007	13	6.4147133E-007
2	0	0	1	0	2.888999927017721E-001	-6.7928183E-001	-6.7976701E-001	-9.732225486955462E-004	1.000000000000000E+000	-2.3418259E-007	13	6.6156457E-007
2	0	0	1	0	2.914999926360906E-001	-6.8031859E-001	-6.8085110E-001	-9.568983070018730E-004	1.000000000000000E+000	-2.3670084E-007	13	6.5150527E-007
2	0	0	1	0	2.938999925754615E-001	-6.8128264E-001	-6.8171144E-001	-9.808713894120620E-004	1.000000000000000E+000	-2.3898826E-007	13	6.6867125E-007
2	0	0	1	0	2.964999925097800E-001	-6.8231928E-001	-6.8283361E-001	-9.427139512829582E-004	1.000000000000000E+000	-2.4149594E-007	13	6.4371676E-007
2	0	0	1	0	2.988999924491509E-001	-6.8328339E-001	-6.8371552E-001	-9.759987308680974E-004	1.000000000000000E+000	-2.4377789E-007	13	6.6730547E-007
2	0	0	1	0	3.014999923834694E-001	-6.8432003E-001	-6.8473458E-001	-9.745094216358739E-004	1.000000000000000E+000	-2.4630060E-007	13	6.6728029E-007
2	0	0	1	0	3.038999923228403E-001	-6.8528408E-001	-6.8572330E-001	-9.865971723518833E-004	1.000000000000000E+000	-2.4861390E-007	13	6.7653269E-007
2	0	0	1	0	3.064999922571587E-001	-6.8632078E-001	-6.8681598E-001	-9.738154141132310E-004	1.000000000000000E+000	-2.5119286E-007	13	6.6883200E-007
2	0	0	1	0	3.088999921965296E-001	-6.8728471E-001	-6.8770838E-001	-9.846452821668863E-004	1.000000000000000E+000	-2.5350826E-007	13	6.7714882E-007
2	0	0	1	0	3.114999921308481E-001	-6.8832153E-001	-6.8879849E-001	-9.692174116005155E-004	1.000000000000000E+000	-2.5605493E-007	13	6.6759549E-007
2	0	0	1	0	3.138999920702190E-001	-6.8928552E-001	-6.8982619E-001	-9.898795025058190E-004	1.000000000000000E+000	-2.5836107E-007	13	6.8284481E-007
2	0	0	1	0	3.164999920045375E-001	-6.9032228E-001	-6.9081140E-001	-9.723839234538918E-004	1.000000000000000E+000	-2.6093295E-007	13	6.7173391E-007
2	0	0	1	0	3.188999919439084E-001	-6.9128633E-001	-6.9170374E-001	-9.954316749475399E-004	1.000000000000000E+000	-2.6326444E-007	13	6.8854382E-007
2	0	0	1	0	3.214999918782269E-001	-6.9232297E-001	-6.9285548E-001	-1.000839419010515E-003	1.000000000000000E+000	-2.6585579E-007	13	6.9343707E-007
2	0	0	1	0	3.238999918175978E-001	-6.9328696E-001	-6.9378340E-001	-9.991621384932148E-004	1.000000000000000E+000	-2.6820771E-007	13	6.9320208E-007
2	0	0	1	0	3.264999917519162E-001	-6.9432366E-001	-6.9472528E-001	-9.833439253270596E-004	1.000000000000000E+000	-2.7081484E-007	13	6.8315387E-007
2	0	0	1	0	3.288999916912871E-001	-6.9528770E-001	-6.9577366E-001	-9.993934958071188E-004	1.000000000000000E+000	-2.7316392E-007	13	6.9535167E-007
2	0	0	1	0	3.314999916256056E-001	-6.9632447E-001	-6.9681442E-001	-9.840813378745733E-004	1.000000000000000E+000	-2.7575410E-007	13	6.8572206E-007
2	0	0	1	0	3.338999915649765E-001	-6.9728845E-001	-6.9766086E-001	-1.001735809051171E-003	1.000000000000000E+000	-2.7811163E-007	13	6.9887187E-007
2	0	0	1	0	3.364999914992950E-001	-6.9832516E-001	-6.9878650E-001	-1.008575007042305E-003	1.000000000000000E+000	-2.8075090E-007	13	7.0477859E-007
2	0	0	1	0	3.388999914386659E-001	-6.9928926E-001	-6.9979084E-001	-1.014127246321550E-003	1.000000000000000E+000	-2.8314912E-007	13	7.0967695E-007
2	0	0	1	0	3.414999913729844E-001	-7.0032591E-001	-7.0075434E-001	-1.002184122274808E-003	1.000000000000000E+000	-2.8577682E-007	13	7.0228486E-007
2	0	0	1	0	3.438999913123553E-001	-7.0128995E-001	-7.0173258E-001	-1.010801627878455E-003	1.000000000000000E+000	-2.8815788E-007	13	7.0931242E-007
2	0	0	1	0	3.464999912466737E-001	-7.0232666E-001	-7.0278710E-001	-9.891275279249514E-004	1.000000000000000E+000	-2.9078925E-007	13	6.9514607E-007
2	0	0	1	0	3.488999911860446E-001	-7.0329064E-001	-7.0372981E-001	-1.024986005538926E-003	1.000000000000000E+000	-2.9317457E-007	13	7.2131320E-007
2	0	0	1	0	3.514999911203631E-001	-7.0432746E-001	-7.0480001E-001	-1.018725258094575E-003	1.000000000000000E+000	-2.9583722E-007	13	7.1799758E-007
2	0	0	1	0	3.538999910597340E-001	-7.0529133E-001	-7.0572799E-001	-1.033415710046687E-003	1.000000000000000E+000	-2.9825819E-007	13	7.2931039E-007
2	0	0	1	0	3.564999909940525E-001	-7.0632809E-001	-7.0675135E-001	-1.019086692725647E-003	1.000000000000000E+000	-3.0093415E-007	13	7.2024091E-007
2	0	0	1	0	3.588999909334234E-001	-7.0729214E-001	-7.0772094E-001	-1.036423074992857E-003	1.000000000000000E+000	-3.0336400E-007	13	7.3349833E-007
2	0	0	1	0	3.614999908677419E-001	-7.0832884E-001	-7.0880330E-001	-1.008676216460197E-003	1.000000000000000E+000	-3.0601859E-007	13	7.1495305E-007
2	0	0	1	0	3.638999908071128E-001	-7.0929289E-001	-7.0974499E-001	-1.034789227343352E-003	1.000000000000000E+000	-3.0842625E-007	13	7.3443647E-007
2	0	0	1	0	3.664999907414312E-001	-7.1032959E-001	-7.1072590E-001	-1.023236499814961E-003	1.000000000000000E+000	-3.1111432E-007	13	7.2724066E-007
2	0	0	1	0	3.688999906808021E-001	-7.1129358E-001	-7.1168858E-001	-1.051807551510305E-003	1.000000000000000E+000	-3.1357013E-007	13	7.4855944E-007
2	0	0	1	0	3.714999906151206E-001	-7.1233040E-001	-7.1284634E-001	-1.038317312887472E-003	1.000000000000000E+000	-3.1629952E-007	13	7.4016071E-007
2	0	0	1	0	3.738999905544915E-001	-7.1329433E-001	-7.1372581E-001	-1.053629396665201E-003	1.000000000000000E+000	-3.1875916E-007	13	7.5200251E-007
2	0	0	1	0	3.764999904888100E-001	-7.1433103E-001	-7.1481228E-001	-1.036958054204330E-003	1.000000000000000E+000	-3.2148264E-007	13	7.4123034E-007
2	0	0	1	0	3.788999904281809E-001	-7.1529502E-001	-7.1582013E-001	-1.039705253478215E-003	1.000000000000000E+000	-3.2393669E-007	13	7.4424196E-007
2	0	0	1	0	3.814999903624994E-001	-7.1633178E-001	-7.1673065E-001	-1.024277460105211E-003	1.000000000000000E+000	-3.2664809E-007	13	7.3413105E-007
2	0	0	1	0	3.838999903018703E-001	-7.1729583E-001	-7.1775496E-001	-1.055393414700043E-003	1.000000000000000E+000	-3.2911555E-007	13	7.5751387E-007
2	0	0	1	0	3.864999902361888E-001	-7.1833247E-001	-7.1881992E-001	-1.049175950005187E-003	1.000000000000000E+000	-3.3188579E-007	13	7.5416858E-007
2	0	0	1	0	3.888999901755597E-001	-7.1929646E-001	-7.1970457E-001	-1.052371471142905E-003	1.000000000000000E+000	-3.3437965E-007	13	7.5739655E-007
2	0	0	1	0	3.914999901098781E-001	-7.2033322E-001	-7.2080243E-001	-1.049233881035023E-003	1.000000000000000E+000	-3.3713789E-007	13	7.5629032E-007
2	0	0	1	0	3.938999900492490E-001	-7.2129720E-001	-7.2180235E-001	-1.064545946054421E-003	1.000000000000000E+000	-3.3963875E-007	13	7.6839177E-007
2	0	0	1	0	3.964999899835675E-001	-7.2233403E-001	-7.2277278E-001	-1.044925042430636E-003	1.000000000000000E+000	-3.4239537E-007	13	7.5524338E-007
2	0	0	1	0	3.988999899229384E-001	-7.2329789E-001	-7.2379959E-001	-1.057461049640555E-003	1.000000000000000E+000	-3.4489514E-007	13	7.6538987E-007
2	0	0	1	0	4.014999898572569E-001	-7.2433466E-001	-7.2488540E-001	-1.074088982105337E-003	1.000000000000000E+000	-3.4767194E-007	13	7.7859141E-007
2	0	0	1	0	4.038999897966278E-001	-7.2529870E-001	-7.2575003E-001	-1.070777818850645E-003	1.000000000000000E+000	-3.5021117E-007	13	7.7711701E-007
